carat,cut,color,clarity,depth,table,x,y,z,price
0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1243
0.75,Ideal,I,SI1,61.8,55.0,5.83,5.85,3.61,2871
0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,2419
0.38,Premium,D,SI2,61.1,58.0,4.68,4.62,2.84,812
1.22,Ideal,F,VS2,60.7,57.0,6.89,6.94,4.2,9568
1.16,Very Good,G,VVS2,62.3,59.0,6.69,6.72,4.18,8361
0.45,Very Good,G,VVS1,62.2,58.0,4.9,4.97,3.07,1327
0.3,Ideal,E,VS2,60.2,57.0,4.38,4.36,2.63,844
0.8,Very Good,H,SI2,63.4,58.0,5.87,5.84,3.71,2502
0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,694
0.47,Very Good,J,VS1,63.0,60.0,4.92,4.95,3.11,854
1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,9620
1.02,Very Good,I,VS1,62.2,60.0,6.4,6.43,3.99,5302
0.32,Good,D,SI1,63.7,55.0,4.38,4.35,2.78,756
0.41,Ideal,E,VS1,62.7,57.0,4.76,4.72,2.97,1153
0.34,Premium,I,VVS1,62.6,58.0,4.45,4.47,2.79,626
1.09,Premium,G,VS2,60.9,56.0,6.7,6.67,4.07,6504
1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,6544
0.72,Ideal,H,VS1,61.6,59.0,5.75,5.78,3.55,2642
1.58,Ideal,F,SI1,60.2,56.0,7.57,7.64,4.58,12991
1.22,Ideal,F,SI2,62.0,57.0,6.88,6.83,4.25,4852
1.0,Good,H,VS1,61.8,61.0,6.4,6.31,3.93,5219
0.32,Ideal,F,SI1,61.3,55.0,4.44,4.47,2.73,491
1.09,Good,F,SI2,60.3,61.0,6.64,6.69,4.02,4698
0.6,Ideal,F,VVS2,62.3,56.0,5.37,5.41,3.36,2652
1.52,Very Good,E,SI2,63.3,58.0,7.31,7.25,4.61,10214
0.35,Premium,G,IF,,60.0,4.54,4.57,2.76,1044
0.43,Premium,F,VVS1,61.5,56.0,4.9,4.86,3.0,1422
0.71,Premium,D,SI2,61.7,59.0,5.67,5.71,3.51,2743
0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17,984
1.19,Very Good,I,SI1,63.2,58.0,6.82,6.7,4.27,4665
0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,776
1.0,Ideal,G,VS2,62.3,56.0,6.43,6.32,3.97,5887
0.39,Premium,G,SI1,60.9,58.0,4.73,4.7,2.87,878
0.38,Premium,F,VS2,60.9,56.0,4.72,4.67,2.86,1026
0.35,Ideal,F,VS2,62.1,57.0,4.53,4.55,2.82,706
1.23,Premium,F,VS1,60.8,58.0,6.94,6.9,4.21,9471
0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,2276
0.31,Ideal,E,VVS2,61.7,56.0,4.33,4.36,2.68,816
0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2100
0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
0.71,Ideal,G,SI1,61.1,57.0,5.79,5.73,3.52,2307
0.51,Ideal,E,VS2,61.9,55.0,5.1,5.14,3.17,1675
0.38,Premium,D,VS1,62.4,59.0,4.6,4.63,2.88,1067
0.71,Ideal,D,SI1,60.8,57.0,5.75,5.78,3.5,3502
0.37,Ideal,E,SI1,61.9,56.0,4.57,4.6,2.84,649
0.3,Premium,F,SI1,60.9,58.0,4.37,4.3,2.64,603
0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,687
1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,8924
0.7,Very Good,I,SI2,61.8,58.0,5.65,5.71,3.51,1977
0.27,Very Good,F,VVS2,60.1,58.0,4.17,4.22,2.52,620
1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
0.9,Good,J,VS2,64.0,61.0,6.04,6.03,3.86,2822
0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1080
1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
0.36,Ideal,E,VS2,61.7,55.0,4.57,4.6,2.83,742
1.5,Premium,F,VS2,61.1,58.0,7.36,7.33,4.49,14199
0.5,Very Good,G,VS1,61.0,58.0,5.08,5.15,3.12,1694
0.56,Ideal,F,VS1,61.7,54.0,5.28,5.32,3.27,1915
0.32,Ideal,E,VVS2,60.8,57.0,4.42,4.46,2.7,842
0.41,Good,G,SI2,63.6,54.0,4.7,4.74,3.0,611
0.74,Very Good,J,IF,60.3,58.0,5.82,5.86,3.52,2277
0.55,Premium,D,SI1,61.2,58.0,5.29,5.24,3.22,1819
0.26,Ideal,E,VVS1,,57.0,4.07,4.1,2.52,599
1.01,Good,E,VS1,65.8,55.0,6.2,6.23,4.09,6159
1.2,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.2,6380
0.35,Very Good,D,VS1,59.9,56.0,4.61,4.64,2.77,846
0.9,Very Good,H,VS1,63.5,59.0,6.13,6.1,3.88,4234
0.4,Ideal,G,VVS1,62.4,57.0,4.74,4.78,2.97,1123
1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550
2.13,Ideal,H,SI1,62.2,55.0,8.2,8.27,5.12,18275
0.9,Very Good,H,VS2,63.1,60.0,6.12,6.08,3.85,3919
1.01,Premium,E,VS2,62.0,59.0,6.44,6.46,4.0,6666
0.3,Ideal,H,VS1,61.3,56.0,4.33,4.31,2.65,675
2.5,Premium,H,SI2,62.4,59.0,8.61,8.54,5.35,15934
0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
0.44,Ideal,D,VVS1,61.0,57.0,4.91,4.93,3.0,2290
0.71,Ideal,J,VS1,61.9,55.0,5.69,5.75,3.54,1932
1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296
0.73,Ideal,F,SI2,61.7,57.0,5.78,5.82,3.58,2087
0.81,Ideal,F,VS1,62.3,55.0,5.97,6.0,3.73,4412
1.65,Very Good,J,SI1,61.7,56.0,7.61,7.66,4.71,7903
0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
1.02,Ideal,J,VVS2,62.1,57.0,6.46,6.43,4.0,3936
0.31,Good,G,VVS1,63.5,57.0,4.3,4.33,2.74,816
0.9,Very Good,D,SI2,62.2,57.0,6.11,6.15,3.81,3975
1.0,Good,D,SI2,64.0,54.0,6.29,6.24,4.01,3304
0.7,Good,H,VVS1,62.7,56.0,5.6,5.66,3.53,2877
1.03,Very Good,F,SI1,61.5,59.0,6.42,6.49,3.97,4996
0.5,Ideal,E,VVS2,62.4,54.0,5.11,5.09,3.18,2346
0.37,Very Good,E,VS1,62.0,56.0,4.59,4.63,2.86,925
0.5,Ideal,E,VS2,62.2,56.0,5.12,5.11,3.18,1629
1.2,Very Good,I,SI1,62.2,55.0,6.75,6.92,4.25,5408
0.71,Very Good,G,SI2,61.3,58.0,5.73,5.75,3.52,2081
0.28,Ideal,H,VS1,62.0,55.0,4.21,4.24,2.62,497
0.7,Fair,G,SI2,58.6,56.0,5.8,5.74,3.38,2208
0.46,Ideal,E,VVS1,62.6,53.0,4.93,4.97,3.1,1816
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,477
0.54,Premium,E,SI1,62.2,61.0,5.24,5.15,3.23,1375
0.34,Ideal,H,VVS1,62.9,57.0,4.47,4.44,2.8,995
0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698
0.32,Very Good,D,VS2,62.9,59.0,4.36,4.39,2.75,657
0.9,Very Good,I,SI1,,55.0,6.19,6.28,3.83,3271
0.51,Ideal,E,VVS1,62.3,53.7,5.1,5.12,3.19,2524
0.89,Ideal,D,SI2,,56.0,6.22,6.25,3.79,4192
1.59,Premium,F,VS2,60.2,60.0,7.62,7.59,4.58,15602
1.0,Very Good,D,SI2,63.2,57.0,6.24,6.32,3.97,4628
1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
0.51,Premium,F,SI1,61.4,59.0,5.13,5.13,3.16,1421
1.71,Ideal,G,VS1,61.4,57.0,7.72,7.65,4.72,17204
0.33,Ideal,F,VS2,60.5,55.0,4.55,4.47,2.73,854
0.3,Ideal,F,VS2,62.0,54.0,4.31,4.34,2.68,605
0.32,Ideal,E,VS2,62.0,57.0,4.41,4.39,2.73,900
0.32,Ideal,G,VS1,63.0,55.0,4.38,4.35,2.75,828
0.73,Ideal,G,VVS1,61.9,57.0,5.76,5.8,3.58,3669
0.31,Premium,E,VS2,58.6,58.0,4.46,4.42,2.6,639
0.78,Ideal,I,VS2,61.2,58.0,5.88,5.92,3.61,2652
0.56,Premium,E,VS2,59.9,58.0,5.37,5.34,3.21,2167
1.32,Very Good,H,SI1,62.3,58.0,6.96,7.0,4.35,7389
1.2,Ideal,G,VS2,62.8,57.0,6.78,6.72,4.24,7243
0.72,Very Good,E,VS2,59.8,57.0,5.84,5.89,3.51,3270
0.33,Ideal,I,SI1,62.7,56.0,4.44,4.4,2.77,572
2.74,Very Good,H,SI2,63.3,58.0,8.88,8.84,5.61,17184
0.34,Premium,H,VS2,61.1,58.0,4.47,4.5,2.74,537
0.5,Premium,E,VS2,61.1,61.0,5.13,5.11,3.13,1746
0.71,Very Good,G,VS2,63.1,54.0,5.64,5.7,3.58,2574
1.02,Very Good,F,SI1,60.2,58.0,6.49,6.54,3.92,6195
0.31,Ideal,H,VVS1,62.2,54.0,4.36,4.39,2.72,707
1.06,Ideal,F,IF,61.0,57.0,6.55,6.64,4.02,10995
1.01,Very Good,E,VS2,62.3,58.0,6.39,6.45,4.0,6310
2.66,Good,H,SI2,63.8,57.0,8.71,8.65,5.54,16239
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1789
1.74,Premium,H,SI1,62.1,59.0,7.69,7.63,4.76,7932
1.76,Ideal,I,SI2,61.2,55.0,7.76,7.79,4.76,9540
1.29,Premium,J,VS2,60.5,58.0,7.07,6.99,4.25,5815
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,7251
0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3145
0.9,Ideal,I,SI2,62.8,55.0,6.19,6.14,3.87,3104
0.35,Ideal,F,VS2,62.6,56.0,4.49,4.52,2.82,706
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,8457
0.31,Good,E,VVS1,59.0,59.0,4.4,4.42,2.6,826
1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,5000
0.58,Very Good,D,SI1,60.2,58.0,5.37,5.46,3.26,1785
0.21,Premium,E,SI1,59.8,61.0,3.89,3.84,2.31,326
0.3,Good,I,VS1,63.3,59.0,4.2,4.23,2.67,473
0.3,Ideal,E,VVS2,61.6,57.0,4.32,4.29,2.65,1013
1.18,Premium,G,VVS2,61.0,58.0,6.84,6.79,4.16,8025
0.3,Good,H,VVS1,63.3,59.0,4.22,4.28,2.69,684
0.32,Ideal,I,VVS1,61.4,56.0,4.42,4.44,2.72,575
0.7,Good,I,I1,63.9,62.0,5.62,5.57,3.58,1111
0.31,Very Good,D,VVS1,61.1,56.0,4.35,4.42,2.68,826
0.71,Very Good,J,SI1,59.1,61.0,5.82,5.85,3.45,1861
1.72,Premium,H,SI1,61.4,59.0,7.64,7.71,4.71,12880
0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5,2846
1.26,Ideal,H,VS1,60.9,57.0,6.97,6.99,4.25,8238
0.3,Good,D,SI1,63.3,59.0,4.22,4.25,2.68,552
0.54,Good,E,VS2,63.1,58.0,5.13,5.21,3.26,1637
0.31,Very Good,H,VS1,63.1,58.0,4.3,4.26,2.7,698
0.71,Premium,D,VS2,61.2,59.0,5.69,5.74,3.5,2874
0.7,Premium,G,VS1,58.3,58.0,5.9,5.86,3.43,2459
1.51,Premium,E,SI2,60.6,59.0,7.47,7.41,4.51,10570
1.76,Premium,D,SI1,61.0,60.0,7.76,7.68,4.77,12063
1.01,Premium,I,SI1,61.8,59.0,6.44,6.37,3.96,4242
1.21,Ideal,J,VS1,62.3,55.0,6.81,6.86,4.26,5324
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,375
1.02,Good,F,VS1,62.6,54.3,6.41,6.45,4.02,8011
0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
0.71,Premium,E,VS2,62.4,60.0,5.68,5.66,3.54,2613
1.52,Premium,H,SI2,62.6,60.0,7.34,7.3,4.58,6086
0.3,Very Good,H,VVS1,63.0,54.0,4.27,4.3,2.7,684
1.06,Very Good,J,SI2,62.0,58.0,6.45,6.53,4.04,3754
0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
1.2,Very Good,H,SI2,63.5,57.0,6.67,6.71,4.25,5221
0.71,Ideal,G,SI1,61.7,56.0,5.74,5.77,3.55,2518
0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844
0.7,Good,I,VVS2,63.4,59.0,5.57,5.6,3.54,2394
0.72,Ideal,G,SI2,61.6,54.0,5.78,5.82,3.57,2170
0.7,Ideal,I,VS1,62.1,57.0,5.69,5.71,3.54,2398
0.32,Very Good,H,VS1,63.0,57.0,4.37,4.39,2.76,561
0.31,Ideal,D,VS1,62.1,57.0,4.35,4.32,2.69,877
0.93,Premium,F,I1,61.3,59.0,6.27,6.22,3.83,2396
0.71,Good,F,SI1,63.9,57.0,5.57,5.61,3.57,2331
0.43,Ideal,D,SI1,61.5,56.0,4.82,4.87,2.98,830
0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23,2231
0.5,Ideal,E,VS2,62.1,54.0,5.13,5.11,3.18,1746
0.9,Fair,I,VS2,65.4,60.0,6.03,5.96,3.93,3246
0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
0.32,Ideal,G,VVS1,61.1,55.0,4.45,4.48,2.73,814
1.0,Premium,E,VS2,60.4,57.0,6.49,6.46,3.91,6720
1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,5821
0.59,Ideal,D,SI1,61.3,59.0,5.36,5.4,3.3,1793
0.32,Good,H,SI2,63.2,55.0,4.34,4.36,2.75,393
0.5,Ideal,E,VS2,,55.0,5.12,5.14,3.15,1614
0.77,Ideal,H,SI1,61.7,56.0,5.9,5.85,3.62,2612
1.01,Good,G,VS2,58.9,61.0,6.46,6.55,3.83,5756
0.43,Very Good,G,SI1,62.7,56.0,4.8,4.83,3.02,754
0.32,Premium,H,VVS1,61.4,58.0,4.42,4.37,2.7,936
2.02,Premium,I,VS1,60.5,62.0,8.18,8.15,4.94,14238
1.14,Ideal,I,SI1,62.3,58.0,6.65,6.7,4.16,5469
0.72,Very Good,I,VS1,63.7,57.0,5.66,5.7,3.62,2441
1.51,Fair,G,VS2,,65.0,7.68,7.57,4.27,8794
0.35,Ideal,H,VS2,61.2,56.0,4.53,4.56,2.78,571
1.31,Premium,J,SI1,59.6,59.0,7.16,7.13,4.26,5876
0.41,Very Good,I,VVS2,63.1,56.0,4.75,4.72,2.99,1061
1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,4174
1.34,Premium,G,SI2,61.7,58.0,7.1,7.04,4.36,6583
0.74,Ideal,I,VVS1,62.3,55.0,5.77,5.82,3.61,2715
0.81,Very Good,F,SI1,61.7,57.0,6.0,6.05,3.72,2858
0.41,Ideal,E,VS1,61.7,57.0,4.8,4.76,2.95,1153
0.35,Ideal,I,VS2,59.8,57.0,4.6,4.59,2.75,630
1.21,Good,G,VS2,63.8,56.0,6.74,6.67,4.28,8099
0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,3353
0.73,Very Good,I,VS2,62.8,59.0,5.72,5.75,3.6,2426
0.32,Ideal,G,VVS2,61.3,56.0,4.44,4.43,2.72,936
1.2,Ideal,I,VS2,61.5,57.0,6.8,6.75,4.17,5880
0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
0.34,Premium,F,VS2,62.9,58.0,4.46,4.44,2.8,880
0.92,Ideal,F,SI2,61.5,53.0,6.26,6.3,3.86,4691
0.42,Ideal,D,VS2,62.7,55.0,4.79,4.81,3.01,938
0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34,2325
0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
1.2,Very Good,I,SI1,63.1,61.0,6.65,6.58,4.18,4301
0.3,Ideal,E,VS2,62.5,56.0,4.28,4.3,2.68,658
1.24,Premium,G,VVS2,59.9,60.0,7.0,6.98,4.19,10388
0.3,Very Good,G,VVS2,62.1,59.0,4.23,4.27,2.64,684
0.42,Ideal,G,VS2,62.2,54.1,4.8,4.83,3.0,907
1.14,Ideal,G,VVS1,61.0,56.0,6.75,6.8,4.13,9037
0.34,Ideal,G,VVS2,62.1,55.0,4.48,4.44,2.77,995
0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871
0.3,Premium,G,VS2,62.2,60.0,4.25,4.24,2.64,675
0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,454
0.3,Very Good,F,VVS1,61.1,57.0,4.31,4.33,2.64,814
1.54,Premium,I,SI2,61.2,58.0,7.51,7.43,4.57,7631
1.23,Ideal,J,SI2,62.4,58.0,6.79,6.86,4.26,5158
1.0,Very Good,E,SI2,60.7,59.0,6.38,6.44,3.89,4311
0.73,Very Good,G,I1,62.5,58.0,5.74,5.82,3.61,1298
1.73,Premium,J,SI1,60.7,58.0,7.73,7.78,4.71,9105
0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86,851
0.32,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1018
0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,3419
0.33,Premium,G,VS1,60.5,58.0,4.49,4.43,2.7,854
0.57,Very Good,G,SI2,59.4,58.0,5.39,5.42,3.21,1214
0.3,Premium,F,VS2,,59.0,4.32,4.29,2.63,776
0.33,Ideal,H,IF,61.6,55.0,4.48,4.51,2.77,838
2.02,Good,H,SI2,60.2,55.0,8.08,8.19,4.9,16565
0.57,Very Good,G,VS2,63.3,56.0,5.3,5.25,3.34,1641
0.4,Ideal,H,VVS2,62.4,57.0,4.69,4.73,2.94,877
1.53,Ideal,G,SI1,62.4,57.0,7.33,7.41,4.6,11230
1.68,Ideal,E,SI2,60.4,55.0,7.79,7.7,4.68,11888
0.6,Ideal,H,SI2,61.9,55.0,5.43,5.46,3.37,1238
0.31,Ideal,G,VS2,62.2,53.0,4.37,4.38,2.72,562
0.71,Ideal,F,VS1,61.3,56.0,5.76,5.78,3.53,3480
0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
0.71,Ideal,D,VS2,60.4,53.0,5.81,5.85,3.52,3020
1.0,Premium,E,SI1,60.8,60.0,6.45,6.42,3.91,5470
1.2,Very Good,F,VS2,,55.0,6.75,6.8,4.26,8454
1.13,Ideal,I,VS2,62.3,56.0,6.63,6.73,4.16,4940
2.09,Very Good,H,SI1,61.1,56.0,8.23,8.3,5.05,18392
0.73,Premium,D,VS1,60.0,58.0,5.9,5.86,3.53,3557
0.43,Premium,F,SI1,60.6,59.0,4.87,4.84,2.94,1016
0.43,Ideal,G,IF,62.5,54.0,4.83,4.86,3.03,1318
0.74,Ideal,G,SI2,62.7,56.0,5.75,5.8,3.62,2423
0.39,Premium,I,VVS1,61.5,59.0,4.67,4.7,2.88,821
0.93,Good,D,SI2,61.4,63.0,6.22,6.26,3.83,4165
0.3,Ideal,F,VS1,61.4,56.0,4.37,4.33,2.67,844
0.52,Ideal,G,VVS2,62.3,56.0,5.15,5.18,3.22,1906
2.0,Very Good,I,VS2,63.5,59.0,7.98,7.93,5.05,15025
1.05,Premium,G,VS2,61.8,58.0,6.59,6.52,4.05,6181
0.31,Ideal,G,VVS1,60.6,57.0,4.38,4.4,2.66,816
0.31,Ideal,D,VS2,62.1,54.0,4.36,4.34,2.7,942
1.0,Good,F,SI1,63.8,58.0,6.28,6.22,3.99,4586
1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,7815
1.09,Premium,H,SI1,61.6,57.0,6.63,6.59,4.07,5219
0.53,Premium,D,SI1,61.4,58.0,5.19,5.23,3.2,1566
0.31,Ideal,G,VVS2,,57.0,4.32,4.35,2.72,660
0.41,Very Good,G,VVS2,61.6,56.0,4.76,4.78,2.94,1007
0.52,Very Good,E,VS2,62.8,55.0,5.11,5.15,3.22,1621
0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
0.3,Ideal,G,IF,62.0,56.0,4.3,4.31,2.67,895
0.9,Very Good,D,VS1,63.0,58.0,6.11,6.14,3.86,5547
1.01,Ideal,J,SI1,62.8,57.0,6.4,6.44,4.03,3926
0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,666
1.07,Ideal,F,IF,62.0,57.0,6.52,6.57,4.06,11434
0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,982
1.14,Very Good,F,VVS2,63.3,56.0,6.56,6.71,4.2,8912
0.51,Ideal,G,VVS2,61.6,56.0,5.12,5.14,3.16,1750
0.54,Ideal,J,SI2,61.3,58.0,5.24,5.27,3.22,978
0.45,Ideal,E,VVS2,61.9,56.0,4.91,4.95,3.05,1337
0.51,Good,E,SI2,63.3,56.0,5.08,5.12,3.23,1130
0.4,Fair,F,SI1,64.7,58.0,4.67,4.63,3.01,857
0.9,Very Good,F,VS2,63.2,59.0,6.08,6.04,3.83,4715
0.51,Ideal,D,VVS2,61.3,57.0,5.17,5.14,3.16,2742
0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,1166
0.4,Very Good,E,VVS2,60.5,58.0,4.76,4.8,2.89,1205
2.0,Very Good,H,SI2,,56.0,7.98,8.09,5.03,15446
1.0,Good,E,SI2,57.7,65.0,6.59,6.55,3.79,3763
0.32,Ideal,F,VS2,61.9,56.0,4.44,4.41,2.74,828
0.72,Good,H,VS2,61.8,61.0,5.68,5.75,3.53,2497
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1337
0.31,Ideal,J,SI2,,54.0,4.35,4.37,2.71,344
0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617
1.12,Premium,H,SI1,62.2,60.0,6.65,6.59,4.12,5363
0.4,Fair,G,VS1,57.1,64.0,4.88,4.9,2.79,798
0.4,Ideal,F,VS1,61.8,55.0,4.76,4.78,2.95,971
0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,990
0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7,473
0.4,Ideal,E,VS1,62.2,55.0,4.72,4.76,2.95,1053
0.56,Ideal,E,VS2,61.1,57.0,5.37,5.33,3.27,2066
0.7,Ideal,F,VVS2,61.0,57.0,5.73,5.75,3.5,3478
0.32,Very Good,G,VS2,62.4,59.0,4.33,4.36,2.71,561
0.56,Ideal,H,VS2,61.2,57.0,5.29,5.33,3.25,1388
1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18,6350
0.34,Ideal,H,SI1,62.6,56.0,4.46,4.48,2.8,490
0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05,1286
0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
0.33,Ideal,D,VS2,,55.0,4.5,4.52,2.72,667
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2120
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,11574
0.39,Ideal,G,VVS1,58.8,62.0,4.77,4.79,2.81,1004
0.3,Ideal,D,VS2,62.3,56.0,4.29,4.32,2.68,710
0.3,Ideal,F,VS2,60.3,57.0,4.34,4.39,2.63,568
0.5,Good,G,VVS1,63.3,56.0,5.07,5.1,3.22,1966
0.31,Premium,G,VVS1,61.1,58.0,4.35,4.32,2.65,1046
0.76,Ideal,D,VS2,60.2,56.0,5.95,5.92,3.57,3293
0.23,Ideal,G,VVS1,60.8,57.0,3.96,3.99,2.41,536
1.02,Ideal,G,VVS2,62.1,57.0,6.43,6.45,4.0,8401
1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26,4294
0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3045
2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,16544
0.38,Premium,I,VS1,59.9,60.0,4.72,4.66,2.81,898
0.41,Premium,F,VVS1,61.3,59.0,4.79,4.73,2.92,1356
0.33,Ideal,E,VVS1,62.2,55.0,4.42,4.46,2.76,986
0.56,Very Good,D,VS1,60.8,60.0,5.32,5.34,3.24,2188
0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,680
0.52,Premium,G,SI1,62.6,58.0,5.13,5.1,3.2,1249
0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,799
1.37,Ideal,G,VS1,62.2,55.0,7.09,7.12,4.42,10927
1.54,Ideal,G,VS2,60.8,57.0,7.44,7.46,4.53,15395
1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
1.5,Fair,F,VS2,65.3,57.0,7.15,7.12,4.66,13853
1.5,Good,G,VS2,61.4,58.8,7.32,7.37,4.5,13307
1.0,Premium,E,VS1,60.4,59.0,6.51,6.54,3.94,7744
0.5,Good,I,VS2,60.4,64.0,5.12,5.08,3.08,1047
0.35,Ideal,G,VS2,61.0,57.0,4.54,4.57,2.78,633
0.32,Ideal,G,IF,62.0,54.0,4.42,4.45,2.75,918
1.2,Good,I,SI1,63.1,58.0,6.66,6.72,4.22,4752
1.51,Ideal,F,SI1,62.3,57.0,7.33,7.3,4.56,12459
0.73,Ideal,F,VVS2,61.7,54.0,5.76,5.82,3.57,3524
1.01,Premium,G,SI2,62.4,59.0,6.39,6.34,3.97,4327
0.33,Premium,E,VS2,61.7,60.0,4.4,4.45,2.73,723
0.41,Good,E,VS1,58.4,58.0,4.88,4.91,2.86,917
0.33,Ideal,D,VS2,62.1,54.0,4.46,4.43,2.76,1002
0.41,Ideal,F,SI1,61.6,57.0,4.78,4.8,2.95,705
0.28,Very Good,D,VS1,61.7,58.0,4.19,4.24,2.6,487
0.36,Ideal,G,IF,61.6,55.0,4.57,4.59,2.82,1074
0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826
0.31,Ideal,D,VS2,62.0,55.0,4.36,4.38,2.71,734
0.34,Good,H,VS2,63.7,57.0,4.44,4.42,2.82,689
0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,3975
0.4,Ideal,D,VS2,62.8,56.0,4.66,4.7,2.94,918
0.73,Very Good,D,VS1,61.1,59.0,5.79,5.86,3.56,4116
0.42,Premium,H,VS1,61.7,59.0,4.83,4.76,2.96,1087
0.52,Ideal,G,VVS1,62.1,56.0,5.15,5.17,3.2,1829
0.91,Ideal,E,SI1,61.0,57.0,6.2,6.26,3.8,4392
1.03,Ideal,F,SI1,62.8,56.0,6.38,6.46,4.03,5356
0.3,Premium,G,VS2,61.8,60.0,4.29,4.25,2.64,630
2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0,18535
0.34,Premium,I,SI1,61.3,61.0,4.49,4.45,2.74,574
0.31,Very Good,H,VVS1,63.0,58.0,4.33,4.37,2.74,707
1.1,Ideal,F,SI2,60.4,55.0,6.73,6.77,4.08,4809
1.02,Very Good,F,VS2,63.2,57.0,6.34,6.41,4.03,6659
0.57,Premium,E,SI2,61.0,60.0,5.32,5.36,3.26,1228
1.51,Premium,F,IF,60.5,61.0,7.5,7.4,4.45,18102
